ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
105	1	1	2	0.000000	97.000000	63.000000	0.000000	0.000000	0	0	0
106	3	1	2	0.000000	98.666667	64.000000	0.000000	0.000000	0	0	0
107	1	4	2	0.000000	98.000000	62.000000	0.000000	0.000000	0	0	0
108	2	3	1	0.000000	54.000000	33.500000	0.000000	0.000000	0	0	0
109	2	2	2	0.000000	37.500000	34.500000	0.000000	0.000000	0	0	0
110	8	1	1	0.000000	18.625000	17.625000	0.000000	0.000000	0	0	0
111	98	1	2	0.000000	25.908163	24.459184	0.000000	0.000000	0	0	0
112	1	3	3	0.000000	777.000000	777.000000	0.000000	0.000000	0	0	0
113	1	2	2	0.000000	120.000000	87.000000	0.000000	0.000000	0	0	0
114	0	5	1	Inf	Inf	Inf	Inf	Inf	0	0	0
115	0	4	1	Inf	Inf	Inf	Inf	Inf	0	0	0
116	0	3	1	Inf	Inf	Inf	Inf	Inf	0	0	0
117	0	4	1	Inf	Inf	Inf	Inf	Inf	0	0	0
118	3	1	1	0.000000	15.666667	15.666667	0.000000	0.000000	0	0	0
119	28	1	2	0.000000	9.285714	9.285714	0.000000	0.000000	0	0	0
120	2	2	3	0.000000	104.000000	88.500000	0.000000	0.000000	0	0	0
121	1	3	1	0.000000	103.000000	69.000000	0.000000	0.000000	0	0	0
122	1	1	2	0.000000	85.000000	35.000000	0.000000	0.000000	0	0	0
123	1	1	1	0.000000	100.000000	43.000000	0.000000	0.000000	0	0	0
124	2	3	2	0.000000	118.500000	42.500000	0.000000	0.000000	0	0	0
125	1	2	2	0.000000	100.000000	13.000000	0.000000	0.000000	0	0	0
126	10	1	2	0.000000	3.600000	3.600000	0.000000	0.000000	0	0	0
127	1	1	2	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
128	358	2	2	0.000000	7.879888	7.776536	0.000000	0.000000	0	0	0
129	1	1	2	0.000000	123.000000	90.000000	0.000000	0.000000	0	0	0
130	1	2	2	0.000000	125.000000	92.000000	0.000000	0.000000	0	0	0
131	1	2	5	0.000000	124.000000	39.000000	0.000000	0.000000	0	0	0
132	1	2	4	0.000000	183.000000	56.000000	0.000000	0.000000	0	0	0
133	0	2	1	Inf	Inf	Inf	Inf	Inf	0	0	0
134	1	2	1	0.000000	232.000000	46.000000	0.000000	0.000000	0	0	0
135	14	1	1	0.000000	13.214286	12.214286	0.000000	0.000000	0	0	0
136	3	1	2	0.000000	53.000000	35.333333	0.000000	0.000000	0	0	0
137	3	1	2	0.000000	47.666667	30.666667	0.000000	0.000000	0	0	0
138	6	1	2	0.000000	48.166667	29.333333	0.000000	0.000000	0	0	0
139	1	1	2	0.000000	61.000000	42.000000	0.000000	0.000000	0	0	0
140	2	1	2	0.000000	78.000000	32.000000	0.000000	0.000000	0	0	0
141	3	1	2	0.000000	76.666667	35.000000	0.000000	0.000000	0	0	0
142	2	1	2	0.000000	87.500000	35.000000	0.000000	0.000000	0	0	0
143	8	1	1	0.000000	14.625000	14.625000	0.000000	0.000000	0	0	0
144	8	1	2	0.000000	14.125000	14.125000	0.000000	0.000000	0	0	0
145	15	1	2	0.000000	13.933333	13.933333	0.000000	0.000000	0	0	0
146	103	1	2	0.000000	19.155340	18.446602	0.000000	0.000000	0	0	0
147	26	1	1	0.000000	22.576923	22.230769	0.000000	0.000000	0	0	0
148	115	2	2	0.000000	13.513043	12.939130	0.000000	0.000000	0	0	0
149	201	2	2	0.000000	20.781095	19.820896	0.000000	0.000000	0	0	0
150	15	1	1	0.000000	23.133333	23.133333	0.000000	0.000000	0	0	0
151	63	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
152	2	1	2	0.000000	5.000000	2.000000	0.000000	0.000000	0	0	0
153	1	1	2	0.000000	15.000000	15.000000	0.000000	0.000000	0	0	0
154	0	2	2	Inf	Inf	Inf	Inf	Inf	0	0	0
155	1	5	2	0.000000	134.000000	90.000000	0.000000	0.000000	0	0	0
156	25	2	1	0.000000	13.520000	13.520000	0.000000	0.000000	0	0	0
157	4	1	3	0.000000	86.750000	24.000000	0.000000	0.000000	0	0	0
158	1	2	2	0.000000	89.000000	25.000000	0.000000	0.000000	0	0	0
159	2	2	1	0.000000	62.000000	14.500000	0.000000	0.000000	0	0	0
160	1	2	1	0.000000	32.000000	16.000000	0.000000	0.000000	0	0	0
161	20	4	1	0.000000	19.350000	9.400000	0.000000	0.000000	0	0	0
162	2	1	1	0.000000	18.000000	15.000000	0.000000	0.000000	0	0	0
163	4	1	3	0.000000	21.750000	17.750000	0.000000	0.000000	0	0	0
164	175	1	2	0.000000	19.662857	19.405714	0.000000	0.000000	0	0	0
165	8	1	2	0.000000	21.000000	21.000000	0.000000	0.000000	0	0	0
166	185	1	2	0.000000	15.027027	14.454054	0.000000	0.000000	0	0	0
167	2	1	2	0.000000	5.000000	5.000000	0.000000	0.000000	0	0	0
168	2	2	2	0.000000	15.000000	15.000000	0.000000	0.000000	0	0	0
169	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
170	1	1	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
171	1	2	2	0.000000	12.000000	12.000000	0.000000	0.000000	0	0	0
172	59	1	2	0.000000	18.864407	18.288136	0.000000	0.000000	0	0	0
173	297	2	2	0.000000	14.902357	14.276094	0.000000	0.000000	0	0	0
174	10	1	1	0.000000	15.500000	15.500000	0.000000	0.000000	0	0	0
175	1	1	2	0.000000	64.000000	35.000000	0.000000	0.000000	0	0	0
176	1	2	1	0.000000	70.000000	38.000000	0.000000	0.000000	0	0	0
177	3	3	1	0.000000	60.000000	18.000000	0.000000	0.000000	0	0	0
178	72	1	1	0.000000	11.041667	10.416667	0.000000	0.000000	0	0	0
179	7	1	1	0.000000	11.428571	11.428571	0.000000	0.000000	0	0	0
180	19	1	2	0.000000	14.000000	14.000000	0.000000	0.000000	0	0	0
181	1	3	2	0.000000	53.000000	51.000000	0.000000	0.000000	0	0	0
182	4	2	1	0.000000	27.000000	26.500000	0.000000	0.000000	0	0	0
183	4	1	1	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
184	1	3	6	0.000000	118.000000	27.000000	0.000000	0.000000	0	0	0
185	1	1	1	0.000000	90.000000	19.000000	0.000000	0.000000	0	0	0
186	4	2	1	0.000000	50.750000	31.500000	0.000000	0.000000	0	0	0
187	3	1	1	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
188	13	1	2	0.000000	19.769231	19.307692	0.000000	0.000000	0	0	0
189	1	2	2	0.000000	21.000000	20.000000	0.000000	0.000000	0	0	0
190	140	1	1	0.000000	16.128571	15.592857	0.000000	0.000000	0	0	0
191	1	1	1	0.000000	7.000000	7.000000	0.000000	0.000000	0	0	0
192	2	1	3	0.000000	10.000000	10.000000	0.000000	0.000000	0	0	0
193	4	2	3	0.000000	11.500000	10.500000	0.000000	0.000000	0	0	0
194	5	2	1	0.000000	12.000000	11.200000	0.000000	0.000000	0	0	0
195	6	2	1	0.000000	11.000000	11.000000	0.000000	0.000000	0	0	0
196	15	1	1	0.000000	3.400000	3.400000	0.000000	0.000000	0	0	0
197	1	2	1	0.000000	29.000000	19.000000	0.000000	0.000000	0	0	0
198	3	2	1	0.000000	17.000000	17.000000	0.000000	0.000000	0	0	0
199	1	1	1	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
200	1	1	2	0.000000	122.000000	40.000000	0.000000	0.000000	0	0	0
201	2	1	2	0.000000	127.000000	31.000000	0.000000	0.000000	0	0	0
202	1	1	3	0.000000	149.000000	43.000000	0.000000	0.000000	0	0	0
203	14	1	1	0.000000	13.714286	13.142857	0.000000	0.000000	0	0	0
204	17	1	2	0.000000	10.764706	10.352941	0.000000	0.000000	0	0	0
205	152	1	2	0.000000	21.592105	19.322368	0.000000	0.000000	0	0	0
206	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
207	1	1	2	0.000000	11.000000	11.000000	0.000000	0.000000	0	0	0
208	6	2	2	0.000000	14.500000	14.500000	0.000000	0.000000	0	0	0
209	12	1	1	0.000000	16.416667	16.416667	0.000000	0.000000	0	0	0
210	1	3	2	0.000000	84.000000	22.000000	0.000000	0.000000	0	0	0
211	2	1	1	0.000000	16.500000	16.000000	0.000000	0.000000	0	0	0
212	145	2	1	0.000000	20.393103	19.448276	0.000000	0.000000	0	0	0
213	9	2	1	0.000000	23.666667	23.666667	0.000000	0.000000	0	0	0
214	6	1	1	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
215	6	1	2	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
216	2	2	2	0.000000	34.000000	34.000000	0.000000	0.000000	0	0	0
217	1	1	1	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
218	334	1	2	0.000000	21.350299	20.658683	0.000000	0.000000	0	0	0
219	62	2	2	0.000000	23.483871	20.032258	0.000000	0.000000	0	0	0
220	6	1	1	0.000000	2.500000	2.500000	0.000000	0.000000	0	0	0
221	2	1	2	0.000000	5.000000	5.000000	0.000000	0.000000	0	0	0
222	1	2	2	0.000000	11.000000	11.000000	0.000000	0.000000	0	0	0
223	6	1	3	0.000000	19.500000	14.333333	0.000000	0.000000	0	0	0
224	15	1	2	0.000000	22.133333	21.600000	0.000000	0.000000	0	0	0
225	148	1	2	0.000000	19.932432	18.824324	0.000000	0.000000	0	0	0
226	2	1	1	0.000000	17.500000	17.000000	0.000000	0.000000	0	0	0
227	21	1	2	0.000000	15.952381	15.190476	0.000000	0.000000	0	0	0
228	20	1	2	0.000000	18.600000	17.450000	0.000000	0.000000	0	0	0
229	181	1	2	0.000000	18.834254	17.784530	0.000000	0.000000	0	0	0
230	1	2	2	0.000000	120.000000	102.000000	0.000000	0.000000	0	0	0
231	3	2	2	0.000000	128.000000	56.666667	0.000000	0.000000	0	0	0
232	4	2	2	0.000000	31.500000	31.500000	0.000000	0.000000	0	0	0
233	2	2	2	0.000000	31.000000	31.000000	0.000000	0.000000	0	0	0
234	2	1	1	0.000000	21.000000	21.000000	0.000000	0.000000	0	0	0
235	11	1	2	0.000000	20.545455	20.545455	0.000000	0.000000	0	0	0
236	25	1	2	0.000000	15.560000	15.560000	0.000000	0.000000	0	0	0
237	1	2	2	0.000000	32.000000	32.000000	0.000000	0.000000	0	0	0
238	121	2	1	0.000000	10.438017	10.314050	0.000000	0.000000	0	0	0
239	17	1	1	0.000000	12.647059	12.411765	0.000000	0.000000	0	0	0
240	1	2	2	0.000000	34.000000	34.000000	0.000000	0.000000	0	0	0
241	1	1	1	0.000000	33.000000	33.000000	0.000000	0.000000	0	0	0
242	1	1	2	0.000000	123.000000	42.000000	0.000000	0.000000	0	0	0
243	2	2	2	0.000000	131.500000	54.000000	0.000000	0.000000	0	0	0
244	2	2	1	0.000000	122.500000	41.500000	0.000000	0.000000	0	0	0
245	1	3	2	0.000000	122.000000	33.000000	0.000000	0.000000	0	0	0
246	1	1	1	0.000000	117.000000	33.000000	0.000000	0.000000	0	0	0
247	2	3	2	0.000000	129.000000	33.000000	0.000000	0.000000	0	0	0
248	6	1	1	0.000000	13.666667	10.000000	0.000000	0.000000	0	0	0
249	40	3	2	0.000000	20.025000	18.900000	0.000000	0.000000	0	0	0
250	15	1	1	0.000000	18.733333	18.533333	0.000000	0.000000	0	0	0
251	157	1	2	0.000000	17.343949	16.987261	0.000000	0.000000	0	0	0
252	5	3	2	0.000000	109.800000	25.600000	0.000000	0.000000	0	0	0
253	2	1	3	0.000000	36.000000	34.000000	0.000000	0.000000	0	0	0
254	4	1	2	0.000000	38.250000	36.250000	0.000000	0.000000	0	0	0
255	1	2	1	0.000000	25.000000	25.000000	0.000000	0.000000	0	0	0
256	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
257	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
258	3	2	6	0.000000	156.000000	16.000000	0.000000	0.000000	0	0	0
259	64	1	1	0.000000	17.171875	14.140625	0.000000	0.000000	0	0	0
260	1	2	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
261	15	1	1	0.000000	1.066667	1.066667	0.000000	0.000000	0	0	0
262	45	1	2	0.000000	1.066667	1.066667	0.000000	0.000000	0	0	0
263	1	2	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
264	2	1	3	0.000000	28.500000	28.500000	0.000000	0.000000	0	0	0
265	1	2	2	0.000000	52.000000	52.000000	0.000000	0.000000	0	0	0
266	2	2	1	0.000000	28.000000	21.000000	0.000000	0.000000	0	0	0
267	1	1	2	0.000000	42.000000	21.000000	0.000000	0.000000	0	0	0
268	12	1	2	0.000000	21.000000	20.916667	0.000000	0.000000	0	0	0
269	1	2	2	0.000000	21.000000	20.000000	0.000000	0.000000	0	0	0
270	8	1	1	0.000000	21.375000	20.375000	0.000000	0.000000	0	0	0
271	4	1	2	0.000000	22.500000	20.750000	0.000000	0.000000	0	0	0
272	13	2	2	0.000000	23.769231	22.692308	0.000000	0.000000	0	0	0
273	162	1	1	0.000000	13.320988	12.734568	0.000000	0.000000	0	0	0
274	16	1	1	0.000000	6.875000	2.500000	0.000000	0.000000	0	0	0
275	1	2	2	0.000000	9.000000	4.000000	0.000000	0.000000	0	0	0
276	192	1	1	0.000000	4.630208	4.317708	0.000000	0.000000	0	0	0
277	60	1	2	0.000000	32.416667	30.016667	0.000000	0.000000	0	0	0
278	376	2	2	0.000000	12.031915	11.571809	0.000000	0.000000	0	0	0
279	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
280	332	1	1	0.000000	20.295181	19.397590	0.000000	0.000000	0	0	0
281	2	1	1	0.000000	12.500000	12.500000	0.000000	0.000000	0	0	0
282	6	1	1	0.000000	13.833333	11.000000	0.000000	0.000000	0	0	0
283	3	2	2	0.000000	15.000000	11.666667	0.000000	0.000000	0	0	0
284	1	1	1	0.000000	14.000000	11.000000	0.000000	0.000000	0	0	0
285	15	1	1	0.000000	12.266667	12.266667	0.000000	0.000000	0	0	0
286	25	1	2	0.000000	11.400000	10.800000	0.000000	0.000000	0	0	0
287	21	1	2	0.000000	11.047619	10.285714	0.000000	0.000000	0	0	0
288	1	1	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
289	2	1	1	0.000000	94.500000	12.500000	0.000000	0.000000	0	0	0
290	1	1	3	0.000000	120.000000	10.000000	0.000000	0.000000	0	0	0
291	89	2	2	0.000000	12.674157	12.303371	0.000000	0.000000	0	0	0
292	12	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
293	10	1	2	0.000000	5.200000	4.300000	0.000000	0.000000	0	0	0
294	2	1	1	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
295	6	1	2	0.000000	3.000000	2.000000	0.000000	0.000000	0	0	0
296	19	2	2	0.000000	18.210526	7.684211	0.000000	0.000000	0	0	0
297	25	1	2	0.000000	17.280000	15.480000	0.000000	0.000000	0	0	0
298	29	1	2	0.000000	17.000000	17.000000	0.000000	0.000000	0	0	0
299	7	1	2	0.000000	21.285714	19.285714	0.000000	0.000000	0	0	0
300	49	2	2	0.000000	23.836735	23.265306	0.000000	0.000000	0	0	0
301	15	1	1	0.000000	27.066667	26.466667	0.000000	0.000000	0	0	0
302	12	2	2	0.000000	31.416667	30.083333	0.000000	0.000000	0	0	0
303	61	1	2	0.000000	17.245902	14.803279	0.000000	0.000000	0	0	0
304	41	1	1	0.000000	31.707317	31.121951	0.000000	0.000000	0	0	0
305	1	1	2	0.000000	24.000000	24.000000	0.000000	0.000000	0	0	0
306	1	1	2	0.000000	26.000000	26.000000	0.000000	0.000000	0	0	0
307	4	1	2	0.000000	26.750000	26.750000	0.000000	0.000000	0	0	0
308	3	1	2	0.000000	30.000000	30.000000	0.000000	0.000000	0	0	0
309	1	1	2	0.000000	32.000000	32.000000	0.000000	0.000000	0	0	0
310	1	1	2	0.000000	205.000000	140.000000	0.000000	0.000000	0	0	0
311	1	2	1	0.000000	188.000000	138.000000	0.000000	0.000000	0	0	0
312	2	2	1	0.000000	186.000000	136.500000	0.000000	0.000000	0	0	0
313	1	1	1	0.000000	159.000000	144.000000	0.000000	0.000000	0	0	0
314	1	1	1	0.000000	119.000000	119.000000	0.000000	0.000000	0	0	0
315	3	2	4	0.000000	139.333333	133.333333	0.000000	0.000000	0	0	0
316	1	3	3	0.000000	141.000000	135.000000	0.000000	0.000000	0	0	0
317	2	1	2	0.000000	168.500000	6.000000	0.000000	0.000000	0	0	0
318	2	2	1	0.000000	163.500000	92.000000	0.000000	0.000000	0	0	0
319	1	1	1	0.000000	148.000000	95.000000	0.000000	0.000000	0	0	0
320	1	2	4	0.000000	156.000000	100.000000	0.000000	0.000000	0	0	0
321	1	2	2	0.000000	186.000000	99.000000	0.000000	0.000000	0	0	0
322	1	4	2	0.000000	192.000000	103.000000	0.000000	0.000000	0	0	0
323	3	2	3	0.000000	157.666667	128.333333	0.000000	0.000000	0	0	0
324	3	1	1	0.000000	25.000000	25.000000	0.000000	0.000000	0	0	0
325	103	1	1	0.000000	11.941748	11.252427	0.000000	0.000000	0	0	0
326	1	2	2	0.000000	165.000000	29.000000	0.000000	0.000000	0	0	0
327	1	1	1	0.000000	27.000000	27.000000	0.000000	0.000000	0	0	0
328	1	2	2	0.000000	28.000000	28.000000	0.000000	0.000000	0	0	0
329	3	1	1	0.000000	23.000000	23.000000	0.000000	0.000000	0	0	0
330	3	3	2	0.000000	24.000000	24.000000	0.000000	0.000000	0	0	0
331	15	1	1	0.000000	21.066667	21.066667	0.000000	0.000000	0	0	0
332	338	1	2	0.000000	7.618343	7.428994	0.000000	0.000000	0	0	0
333	15	1	1	0.000000	24.466667	22.266667	0.000000	0.000000	0	0	0
334	237	1	2	0.000000	18.679325	17.451477	0.000000	0.000000	0	0	0
335	157	1	2	0.000000	13.445860	13.101911	0.000000	0.000000	0	0	0
336	35	2	2	0.000000	25.285714	24.542857	0.000000	0.000000	0	0	0
337	13	1	1	0.000000	21.538462	21.538462	0.000000	0.000000	0	0	0
338	1	2	2	0.000000	42.000000	24.000000	0.000000	0.000000	0	0	0
339	1	1	1	0.000000	23.000000	23.000000	0.000000	0.000000	0	0	0
340	202	2	2	0.000000	19.168317	18.391089	0.000000	0.000000	0	0	0
341	145	1	1	0.000000	17.544828	16.206897	0.000000	0.000000	0	0	0
342	42	1	2	0.000000	17.928571	16.785714	0.000000	0.000000	0	0	0
343	161	1	2	0.000000	22.099379	21.223602	0.000000	0.000000	0	0	0
344	104	1	2	0.000000	24.855769	23.980769	0.000000	0.000000	0	0	0
345	2	2	2	0.000000	26.000000	24.000000	0.000000	0.000000	0	0	0
346	7	1	1	0.000000	26.000000	23.285714	0.000000	0.000000	0	0	0
347	2	2	3	0.000000	166.000000	55.000000	0.000000	0.000000	0	0	0
348	9	1	1	0.000000	23.555556	22.666667	0.000000	0.000000	0	0	0
349	9	2	2	0.000000	23.111111	23.111111	0.000000	0.000000	0	0	0
350	11	1	1	0.000000	22.545455	22.545455	0.000000	0.000000	0	0	0
351	2	1	2	0.000000	35.000000	22.000000	0.000000	0.000000	0	0	0
352	4	2	2	0.000000	40.000000	36.750000	0.000000	0.000000	0	0	0
353	2	2	1	0.000000	36.000000	36.000000	0.000000	0.000000	0	0	0
354	2	2	1	0.000000	36.500000	36.500000	0.000000	0.000000	0	0	0
355	1	2	1	0.000000	21.000000	21.000000	0.000000	0.000000	0	0	0
356	5	1	1	0.000000	21.000000	21.000000	0.000000	0.000000	0	0	0
